level,energy,u
6,1.8800000000000001,0.8375
6,1.9000000000000001,0.8375
6,1.92,0.8500000000000001
6,1.94,0.8500000000000001
6,1.96,0.8625
6,1.98,0.8625
6,2.0,0.875
6,2.02,0.875
6,2.04,0.8875000000000001
6,2.06,0.8875000000000001
6,2.08,0.9
6,2.1,0.9
6,2.12,0.9125000000000001
6,2.14,0.9125000000000001
6,2.16,0.925
6,2.18,0.925
6,2.2,0.9375
6,2.22,0.9375
6,2.24,0.9500000000000001
6,2.2600000000000002,0.9500000000000001
6,2.2800000000000002,0.9625
6,2.3000000000000003,0.9625
6,2.32,0.9750000000000001
6,2.34,0.9750000000000001
6,2.36,0.9875
6,2.38,0.9875
6,2.4,1.0
6,2.42,1.0
6,2.44,1.0125
6,2.46,1.0125
6,2.48,1.0250000000000001
6,2.5,1.0250000000000001
6,2.52,1.0375
6,2.54,1.0375
6,2.56,1.0375
6,2.56,1.05
6,2.58,1.05
6,2.6,1.05
6,2.62,1.0625
6,2.64,1.0625
6,2.66,1.075
6,2.68,1.075
6,2.7,1.0875000000000001
6,2.72,1.0875000000000001
6,2.74,1.1
6,2.7600000000000002,1.1
6,2.7800000000000002,1.1
6,2.7800000000000002,1.1125
6,2.8000000000000003,1.1125
6,2.82,1.1125
6,2.84,1.125
6,2.86,1.125
6,2.88,1.1375
6,2.9,1.1375
6,2.92,1.1375
6,2.92,1.1500000000000001
6,2.94,1.1500000000000001
6,2.96,1.1500000000000001
6,2.96,1.1625
6,2.98,1.1625
6,3.0,1.1625
6,3.02,1.175
6,3.04,1.175
6,3.06,1.175
6,3.06,1.1875
6,3.08,1.1875
6,3.1,1.1875
6,3.1,1.2000000000000002
6,3.12,1.2000000000000002
6,3.14,1.2000000000000002
6,3.16,1.2125000000000001
6,3.18,1.2125000000000001
6,3.2,1.2125000000000001
6,3.2,1.225
6,3.22,1.225
6,3.24,1.225
6,3.2600000000000002,1.2375
6,3.2800000000000002,1.2375
6,3.3000000000000003,1.2375
6,3.3000000000000003,1.25
6,3.3200000000000003,1.25
6,3.34,1.25
6,3.34,1.2625000000000002
6,3.36,1.2625000000000002
6,3.38,1.2625000000000002
6,3.4,1.2625000000000002
6,3.4,1.2750000000000001
6,3.42,1.2750000000000001
6,3.44,1.2750000000000001
6,3.44,1.2875
6,3.46,1.2875
6,3.48,1.2875
6,3.5,1.2875
6,3.5,1.3
6,3.52,1.3
6,3.54,1.3
6,3.54,1.3125
6,3.56,1.3125
6,3.58,1.3125
6,3.6,1.3125
6,3.6,1.3250000000000002
6,3.62,1.3250000000000002
6,3.64,1.3250000000000002
6,3.64,1.3375000000000001
6,3.66,1.3375000000000001
6,3.68,1.3375000000000001
6,3.7,1.3375000000000001
6,3.7,1.35
6,3.72,1.35
6,3.74,1.35
6,3.7600000000000002,1.35
6,3.7600000000000002,1.3625
6,3.7800000000000002,1.3625
6,3.8000000000000003,1.3625
6,3.8000000000000003,1.375
6,3.8200000000000003,1.375
6,3.84,1.375
6,3.86,1.375
6,3.86,1.3875000000000002
6,3.88,1.3875000000000002
6,3.9,1.3875000000000002
6,3.9,1.4000000000000001
6,3.92,1.3875000000000002
6,3.92,1.4000000000000001
6,3.94,1.4000000000000001
6,3.96,1.4000000000000001
6,3.96,1.4125
6,3.98,1.4125
6,4.0,1.4125
6,4.0200000000000005,1.4125
6,4.0200000000000005,1.425
6,4.04,1.425
6,4.0600000000000005,1.425
6,4.0600000000000005,1.4375
6,4.08,1.425
6,4.08,1.4375
6,4.1,1.4375
6,4.12,1.4375
6,4.12,1.4500000000000002
6,4.14,1.4375
6,4.14,1.4500000000000002
6,4.16,1.4500000000000002
6,4.18,1.4500000000000002
6,4.18,1.4625000000000001
6,4.2,1.4625000000000001
6,4.22,1.4625000000000001
6,4.24,1.4625000000000001
6,4.24,1.475
6,4.26,1.475
6,4.28,1.475
6,4.28,1.4875
6,4.3,1.475
6,4.3,1.4875
6,4.32,1.4875
6,4.34,1.4875
6,4.34,1.5
6,4.36,1.4875
6,4.36,1.5
6,4.38,1.5
6,4.4,1.5
6,4.4,1.5125000000000002
6,4.42,1.5
6,4.42,1.5125000000000002
6,4.44,1.5125000000000002
6,4.46,1.5125000000000002
6,4.46,1.5250000000000001
6,4.48,1.5250000000000001
6,4.5,1.5250000000000001
6,4.5200000000000005,1.5250000000000001
6,4.5200000000000005,1.5375
6,4.54,1.5375
6,4.5600000000000005,1.5375
6,4.58,1.5375
6,4.58,1.55
6,4.6000000000000005,1.55
6,4.62,1.55
6,4.62,1.5625
6,4.64,1.55
6,4.64,1.5625
6,4.66,1.5625
6,4.68,1.5625
6,4.68,1.5750000000000002
6,4.7,1.5625
6,4.7,1.5750000000000002
6,4.72,1.5750000000000002
6,4.74,1.5750000000000002
6,4.74,1.5875000000000001
6,4.76,1.5750000000000002
6,4.76,1.5875000000000001
6,4.78,1.5875000000000001
6,4.8,1.5875000000000001
6,4.8,1.6
6,4.82,1.5875000000000001
6,4.82,1.6
6,4.84,1.6
6,4.86,1.6
6,4.86,1.6125
6,4.88,1.6
6,4.88,1.6125
6,4.9,1.6125
6,4.92,1.6125
6,4.92,1.625
6,4.94,1.6125
6,4.94,1.625
6,4.96,1.625
6,4.98,1.625
6,4.98,1.6375000000000002
6,5.0,1.625
6,5.0,1.6375000000000002
7,0.78,0.4625
7,0.8200000000000001,0.47500000000000003
7,1.06,0.55
7,1.1,0.5625
7,1.24,0.6125
7,1.28,0.625
7,1.3800000000000001,0.6625000000000001
7,1.42,0.675
7,1.56,0.7250000000000001
7,1.6,0.7375
7,1.74,0.7875000000000001
7,1.78,0.8
7,1.82,0.8125
7,2.08,0.9
7,2.12,0.9125000000000001
7,2.16,0.925
7,2.2,0.9375
7,2.5,1.0250000000000001
7,2.54,1.0375
7,2.58,1.05
7,2.72,1.0875000000000001
7,2.7600000000000002,1.1
7,2.8000000000000003,1.1125
7,2.9,1.1375
7,2.94,1.1500000000000001
7,3.04,1.175
7,3.08,1.1875
7,3.18,1.2125000000000001
7,3.2800000000000002,1.2375
7,3.38,1.2625000000000002
7,3.48,1.2875
7,3.58,1.3125
7,3.64,1.3250000000000002
7,3.68,1.3375000000000001
7,3.74,1.35
7,3.84,1.375
7,3.9,1.3875000000000002
7,4.0,1.4125
7,4.0600000000000005,1.425
7,4.12,1.4375
7,4.22,1.4625000000000001
7,4.28,1.475
7,4.34,1.4875
7,4.4,1.5
7,4.46,1.5125000000000002
7,4.5600000000000005,1.5375
7,4.62,1.55
7,4.68,1.5625
7,4.74,1.5750000000000002
7,4.8,1.5875000000000001
7,4.86,1.6
7,4.92,1.6125
7,4.98,1.625
8,2.54,1.0375
8,2.7600000000000002,1.1
8,3.18,1.2125000000000001
8,3.2800000000000002,1.2375
8,3.38,1.2625000000000002
8,3.48,1.2875
8,3.58,1.3125
8,3.84,1.375
8,4.0600000000000005,1.425
8,4.28,1.475
8,4.68,1.5625
8,4.74,1.5750000000000002
8,4.8,1.5875000000000001
8,4.86,1.6
8,4.92,1.6125
8,4.98,1.625
